vlookup,Lower Ambient Temperature,Upper Ambient Temperature,Barometric Pressure,Relative Humidity,Wind Direction,Wind Speed,H2S,Toluene,O-Xylene,Ethylbenzene,MP-Xylene,Benzene,CH4,NMHC,THC,Noise,Solar Radiation,Atm P.
Warsa04092023,,35.416666666666664,,48.270833333333336,188.58333333333334,3.6,,,,,,,,,,,,
Warsa04102023,,32.87083333333333,,50.40416666666667,219.54166666666666,3.135,,,,,,,,,,,,
Warsa04112023,,28.926086956521736,,55.00869565217391,182.7391304347826,4.6173913043478265,,,,,,,,,,,,
Warsa04122023,,24.891666666666666,,56.70416666666667,201.04166666666666,2.5500000000000003,,,,,,,,,,,,
Warsa05012023,,23.5125,,41.2875,133.375,3.5850000000000004,,,,,,,,,,,,
Warsa05022023,,20.125,,59.762499999999996,256.2916666666667,3.285,,,,,,,,,,,,
Warsa05032023,,23.375,,55.40416666666667,145.25,2.37,,,,,,,,,,,,
Warsa05042023,,22.758333333333336,,57.24166666666667,246.33333333333334,3.5250000000000004,,,,,,,,,,,,
Warsa05052023,,27.55,,57.362500000000004,256.4166666666667,4.845,,,,,,,,,,,,
Warsa05062023,,36.160869565217396,,33.81304347826087,188.56521739130434,4.382608695652174,,,,,,,,,,,,
Warsa05072023,,35.208333333333336,,51.5375,238.125,3.39,,,,,,,,,,,,
Warsa05082023,,39.778260869565216,,34.26086956521739,95.95652173913044,3.4591304347826086,,,,,,,,,,,,
Warsa05092023,,35.2125,,54.11666666666667,188.25,3.795,,,,,,,,,,,,
Warsa05102023,,33.02916666666667,,55.98333333333333,208.75,2.52,,,,,,,,,,,,
Warsa05112023,,28.420833333333334,,49.987500000000004,185.41666666666666,4.5,,,,,,,,,,,,
Warsa05122023,,24.795833333333334,,52.25416666666666,180.41666666666666,1.8900000000000003,,,,,,,,,,,,
Warsa06012023,,21.766666666666666,,58.14166666666667,102.08333333333333,3.9450000000000003,,,,,,,,,,,,
Warsa06022023,,21.46666666666667,,58.67916666666667,133.58333333333334,2.205,,,,,,,,,,,,
Warsa06032023,,23.65416666666667,,47.975,183.625,2.5650000000000004,,,,,,,,,,,,
Warsa06042023,,23.55,,57.916666666666664,215.5,2.8350000000000004,,,,,,,,,,,,
Warsa06052023,,28.462500000000002,,61.57083333333333,195.58333333333334,3.105,,,,,,,,,,,,
Warsa06062023,,36.916666666666664,,24.866666666666664,192.91666666666666,4.946086956521739,,,,,,,,,,,,
Warsa06072023,,36.208333333333336,,52.20416666666667,215.625,3.555,,,,,,,,,,,,
Warsa06082023,,40.074999999999996,,29.15416666666667,146.25,2.73,,,,,,,,,,,,
Warsa06092023,,36.70434782608696,,47.29565217391304,163.69565217391303,3.537391304347826,,,,,,,,,,,,
Warsa06102023,,32.55833333333333,,62.62083333333334,208.0,5.3999999999999995,,,,,,,,,,,,
Warsa06112023,,28.02916666666667,,48.324999999999996,198.54166666666666,3.0450000000000004,,,,,,,,,,,,
Warsa06122023,,24.383333333333336,,53.5375,181.0,2.43,,,,,,,,,,,,
Warsa07012023,,19.0,,76.14166666666667,109.375,2.9895652173913048,,,,,,,,,,,,
Warsa07022023,,24.104166666666668,,49.70416666666667,183.16666666666666,3.03,,,,,,,,,,,,
Warsa07032023,,24.400000000000002,,41.32083333333333,154.45833333333334,2.145,,,,,,,,,,,,
Warsa07042023,,25.27916666666667,,51.80833333333334,93.08333333333333,4.245,,,,,,,,,,,,
Warsa07052023,,28.954166666666666,,57.63333333333333,177.16666666666666,2.58,,,,,,,,,,,,
Warsa07062023,,34.791666666666664,,32.975,242.95833333333334,3.705,,,,,,,,,,,,
Warsa07072023,,38.75,,38.525,151.625,3.375,,,,,,,,,,,,
Warsa07082023,,38.74166666666667,,29.5,194.25,4.605,,,,,,,,,,,,
Warsa07092023,,35.7,,42.5625,148.33333333333334,4.05,,,,,,,,,,,,
Warsa07102023,,34.256521739130434,,48.81304347826087,111.43478260869566,3.4434782608695653,,,,,,,,,,,,
Warsa07112023,,27.891666666666666,,51.3125,171.95833333333334,2.91,,,,,,,,,,,,
Warsa07122023,,23.695833333333336,,55.612500000000004,170.0,2.565,,,,,,,,,,,,
Warsa08012023,,20.170833333333334,,65.85000000000001,211.58333333333334,2.16,,,,,,,,,,,,
Warsa08022023,,24.3875,,44.85,228.375,5.19,,,,,,,,,,,,
Warsa08032023,,25.6125,,43.22083333333333,158.58333333333334,2.535,,,,,,,,,,,,
Warsa08042023,,26.3875,,50.770833333333336,151.54166666666666,3.24,,,,,,,,,,,,
Warsa08052023,,30.412499999999998,,41.523809523809526,142.16666666666666,2.685,,,,,,,,,,,,
Warsa08062023,,32.608333333333334,,43.775,238.91666666666666,5.07,,,,,,,,,,,,
Warsa08072023,,39.52916666666667,,27.382608695652173,178.08333333333334,3.5700000000000003,,,,,,,,,,,,
Warsa08082023,,37.275,,36.11666666666667,193.08333333333334,5.16,,,,,,,,,,,,
Warsa08092023,,35.362500000000004,,40.483333333333334,175.45833333333334,3.81,,,,,,,,,,,,
Warsa08102023,,34.483333333333334,,35.791666666666664,175.83333333333334,2.85,,,,,,,,,,,,
Warsa08112023,,27.4375,,52.525,164.08333333333334,2.88,,,,,,,,,,,,
Warsa08122023,,23.420833333333334,,55.137499999999996,158.58333333333334,2.0660869565217395,,,,,,,,,,,,
Warsa09012023,,20.743478260869566,,61.75217391304348,141.2608695652174,1.7530434782608695,,,,,,,,,,,,
Warsa09022023,,20.575,,51.583333333333336,313.0,8.700000000000001,,,,,,,,,,,,
Warsa09032023,,28.025000000000002,,29.349999999999998,157.79166666666666,3.36,,,,,,,,,,,,
Warsa09042023,,26.03333333333333,,55.06666666666666,240.54166666666666,2.58,,,,,,,,,,,,
Warsa09052023,,32.87916666666667,,19.90952380952381,219.04166666666666,4.6173913043478265,,,,,,,,,,,,
Warsa09062023,,34.93333333333333,,26.40416666666667,226.29166666666666,3.5250000000000004,,,,,,,,,,,,
Warsa09072023,,38.72083333333333,,35.11666666666667,163.75,4.2,,,,,,,,,,,,
Warsa09082023,,37.59583333333333,,39.37083333333333,191.54166666666666,2.805,,,,,,,,,,,,
Warsa09092023,,34.90833333333333,,42.833333333333336,198.625,3.5250000000000004,,,,,,,,,,,,
Warsa09102023,,33.3375,,44.9125,202.45833333333334,3.4499999999999997,,,,,,,,,,,,
Warsa09112023,,28.633333333333336,,44.666666666666664,45.666666666666664,3.0,,,,,,,,,,,,
Warsa09122023,,23.854166666666668,,54.87916666666666,123.95833333333333,2.145,,,,,,,,,,,,
Warsa10012023,,22.425,,63.5375,168.20833333333334,4.995,,,,,,,,,,,,
Warsa10022023,,19.108333333333334,,53.07916666666667,313.6666666666667,7.47,,,,,,,,,,,,
Warsa10032023,,27.704166666666666,,27.037499999999998,170.375,3.09,,,,,,,,,,,,
Warsa10042023,,26.434782608695652,,50.699999999999996,165.3913043478261,2.566956521739131,,,,,,,,,,,,
Warsa10052023,,34.43043478260869,,16.585714285714285,227.17391304347825,3.255652173913044,,,,,,,,,,,,
Warsa10062023,,35.324999999999996,,27.683333333333334,237.16666666666666,2.67,,,,,,,,,,,,
Warsa10072023,,38.71666666666667,,36.291666666666664,192.95833333333334,3.435,,,,,,,,,,,,
Warsa10082023,,39.67916666666667,,28.425,171.08333333333334,2.97,,,,,,,,,,,,
Warsa10092023,,34.708333333333336,,54.137499999999996,174.29166666666666,3.5850000000000004,,,,,,,,,,,,
Warsa10102023,,32.800000000000004,,59.89166666666667,192.54166666666666,2.895,,,,,,,,,,,,
Warsa10112023,,28.229166666666668,,41.170833333333334,137.58333333333334,2.4899999999999998,,,,,,,,,,,,
Warsa10122023,,23.150000000000002,,52.074999999999996,176.375,2.1,,,,,,,,,,,,
Warsa11012023,,21.295652173913044,,54.97391304347826,256.82608695652175,6.229565217391304,,,,,,,,,,,,
Warsa11022023,,19.425,,59.61666666666667,208.20833333333334,2.445,,,,,,,,,,,,
Warsa11032023,,27.474999999999998,,29.8625,162.625,2.64,,,,,,,,,,,,
Warsa11042023,,28.508333333333336,,43.925000000000004,135.58333333333334,2.52,,,,,,,,,,,,
Warsa11052023,,32.65416666666667,,19.934782608695652,233.91666666666666,3.4650000000000003,,,,,,,,,,,,
Warsa11062023,,34.482608695652175,,42.834782608695654,175.82608695652175,3.2086956521739127,,,,,,,,,,,,
Warsa11072023,,37.87916666666667,,35.354166666666664,198.95833333333334,3.24,,,,,,,,,,,,
Warsa11082023,,39.675000000000004,,31.21666666666667,160.20833333333334,2.955,,,,,,,,,,,,
Warsa11092023,,36.329166666666666,,42.8375,129.58333333333334,3.75,,,,,,,,,,,,
Warsa11102023,,32.87083333333333,,51.29583333333333,185.58333333333334,2.625,,,,,,,,,,,,
Warsa11112023,,27.983333333333334,,36.824999999999996,138.33333333333334,2.655,,,,,,,,,,,,
Warsa11122023,,22.816666666666666,,46.85,138.5,2.025,,,,,,,,,,,,
Warsa12012023,,19.154166666666665,,53.94583333333333,61.541666666666664,2.7600000000000002,,,,,,,,,,,,
Warsa12022023,,21.683333333333334,,55.012499999999996,177.5,2.5500000000000003,,,,,,,,,,,,
Warsa12032023,,27.941666666666666,,30.141666666666666,133.66666666666666,3.285,,,,,,,,,,,,
Warsa12042023,,29.5125,,39.983333333333334,185.375,3.5400000000000005,,,,,,,,,,,,
Warsa12052023,,33.137499999999996,,29.337500000000002,243.25,3.24,,,,,,,,,,,,
Warsa12062023,,36.199999999999996,,34.86818181818182,240.04166666666666,2.8200000000000003,,,,,,,,,,,,
Warsa12072023,,36.329166666666666,,42.9125,223.08333333333334,4.125,,,,,,,,,,,,
Warsa12082023,,38.487500000000004,,31.804166666666664,201.0,4.260000000000001,,,,,,,,,,,,
Warsa12092023,,36.475,,38.59166666666666,188.33333333333334,3.4499999999999997,,,,,,,,,,,,
Warsa12102023,,32.475,,45.67916666666667,203.625,2.985,,,,,,,,,,,,
Warsa12112023,,27.016666666666666,,43.10434782608696,110.25,2.4150000000000005,,,,,,,,,,,,
Warsa12122023,,22.643478260869564,,51.60434782608696,161.7391304347826,1.7060869565217391,,,,,,,,,,,,
Warsa13012023,,19.120833333333334,,46.083333333333336,32.916666666666664,3.1950000000000003,,,,,,,,,,,,
Warsa13022023,,24.216666666666665,,43.55416666666667,157.33333333333334,2.6999999999999997,,,,,,,,,,,,
Warsa13032023,,27.817391304347826,,33.11304347826087,205.7826086956522,5.368695652173913,,,,,,,,,,,,
Warsa13042023,,31.083333333333332,,36.975,177.5,3.5400000000000005,,,,,,,,,,,,
Warsa13052023,,32.15416666666667,,40.266666666666666,246.16666666666666,5.010000000000001,,,,,,,,,,,,
Warsa13062023,,35.75833333333333,,40.104166666666664,231.70833333333334,3.9600000000000004,,,,,,,,,,,,
Warsa13072023,,37.0375,,47.71666666666667,204.625,3.66,,,,,,,,,,,,
Warsa13082023,,37.660869565217396,,32.595652173913045,220.52173913043478,5.024347826086957,,,,,,,,,,,,
Warsa13092023,,34.925000000000004,,43.54583333333333,196.20833333333334,3.7408695652173916,,,,,,,,,,,,
Warsa13102023,,31.84583333333333,,46.020833333333336,191.04166666666666,2.4,,,,,,,,,,,,
Warsa13112023,,26.266666666666666,,30.462500000000002,126.54166666666667,2.3850000000000002,,,,,,,,,,,,
Warsa13122023,,22.349999999999998,,49.012499999999996,112.20833333333333,2.58,,,,,,,,,,,,
Warsa14012023,,19.979166666666668,,46.65833333333333,58.416666666666664,3.345,,,,,,,,,,,,
Warsa14022023,,25.17391304347826,,41.982608695652175,172.34782608695653,2.8486956521739133,,,,,,,,,,,,
Warsa14032023,,26.258333333333336,,48.07916666666667,135.75,2.805,,,,,,,,,,,,
Warsa14042023,,29.179166666666664,,47.166666666666664,222.54166666666666,4.0200000000000005,,,,,,,,,,,,
Warsa14052023,,33.387499999999996,,25.099999999999998,257.125,6.510000000000001,,,,,,,,,,,,
Warsa14062023,,34.69166666666667,,47.87916666666666,228.54166666666666,6.915,,,,,,,,,,,,
Warsa14072023,,39.1,,36.137499999999996,148.45833333333334,3.345,,,,,,,,,,,,
Warsa14082023,,36.7875,,39.03333333333333,210.33333333333334,3.9450000000000003,,,,,,,,,,,,
Warsa14092023,,34.670833333333334,,56.82916666666667,179.08333333333334,2.9250000000000003,,,,,,,,,,,,
Warsa14102023,,32.016666666666666,,50.65,156.70833333333334,2.22,,,,,,,,,,,,
Warsa14112023,,25.991666666666664,,35.11666666666667,150.875,2.31,,,,,,,,,,,,
Warsa14122023,,22.5125,,44.84166666666667,166.45833333333334,6.075,,,,,,,,,,,,
Warsa15012023,,20.308333333333334,,53.82083333333333,114.0,2.488695652173913,,,,,,,,,,,,
Warsa15022023,,25.454166666666666,,36.10909090909091,160.375,2.7300000000000004,,,,,,,,,,,,
Warsa15032023,,26.21666666666667,,48.14166666666667,171.08333333333334,2.055,,,,,,,,,,,,
Warsa15042023,,25.59166666666667,,50.833333333333336,285.875,7.755,,,,,,,,,,,,
Warsa15052023,,31.016666666666666,,40.362500000000004,263.125,7.665,,,,,,,,,,,,
Warsa15062023,,34.82083333333333,,45.87083333333334,232.41666666666666,4.035,,,,,,,,,,,,
Warsa15072023,,40.0,,28.608333333333334,166.58333333333334,3.4800000000000004,,,,,,,,,,,,
Warsa15082023,,38.1875,,34.163636363636364,155.25,3.015,,,,,,,,,,,,
Warsa15092023,,34.53,,55.904999999999994,145.65,3.0420000000000003,,,,,,,,,,,,
Warsa15102023,,30.704166666666666,,53.84166666666667,160.375,2.445,,,,,,,,,,,,
Warsa15112023,,28.141666666666666,,35.84583333333333,117.125,3.8550000000000004,,,,,,,,,,,,
Warsa15122023,,23.354166666666668,,40.791666666666664,212.08333333333334,5.565,,,,,,,,,,,,
Warsa16012023,,21.108333333333334,,58.88333333333333,176.79166666666666,2.49,,,,,,,,,,,,
Warsa16022023,,26.037499999999998,,26.695238095238096,216.95833333333334,3.285,,,,,,,,,,,,
Warsa16032023,,26.6125,,41.40833333333333,210.08333333333334,3.2550000000000003,,,,,,,,,,,,
Warsa16042023,,24.208333333333332,,50.15833333333333,277.625,6.96,,,,,,,,,,,,
Warsa16052023,,30.420833333333334,,40.012499999999996,261.3333333333333,8.475,,,,,,,,,,,,
Warsa16062023,,33.979166666666664,,53.92916666666667,243.04166666666666,6.0,,,,,,,,,,,,
Warsa16072023,,39.00833333333333,,28.425,185.45833333333334,4.3950000000000005,,,,,,,,,,,,
Warsa16082023,,39.425000000000004,,20.212500000000002,94.91666666666667,4.0200000000000005,,,,,,,,,,,,
Warsa16092023,,35.545833333333334,,51.262499999999996,142.70833333333334,3.5100000000000002,,,,,,,,,,,,
Warsa16102023,,31.733333333333334,,50.50416666666666,165.08333333333334,3.045,,,,,,,,,,,,
Warsa16112023,,27.675,,46.7875,118.58333333333333,5.04,,,,,,,,,,,,
Warsa16122023,,21.72083333333333,,49.84583333333333,150.95833333333334,3.18,,,,,,,,,,,,
Warsa17012023,,22.304166666666664,,59.55416666666667,115.125,2.475,,,,,,,,,,,,
Warsa17022023,,22.229166666666668,,59.47083333333333,272.0416666666667,3.375,,,,,,,,,,,,
Warsa17032023,,24.416,,55.576,298.48,6.3936,,,,,,,,,,,,
Warsa17042023,,25.191666666666666,,48.8125,286.375,7.080000000000001,,,,,,,,,,,,
Warsa17052023,,33.333333333333336,,31.678260869565218,257.7916666666667,6.315,,,,,,,,,,,,
Warsa17062023,,33.137499999999996,,49.95416666666667,243.79166666666666,7.5,,,,,,,,,,,,
Warsa17072023,,37.24583333333333,,35.666666666666664,224.83333333333334,3.765,,,,,,,,,,,,
Warsa17082023,,36.2125,,40.275,155.08333333333334,4.095,,,,,,,,,,,,
Warsa17092023,,35.108333333333334,,55.50416666666666,170.45833333333334,3.1650000000000005,,,,,,,,,,,,
Warsa17102023,,31.829166666666666,,45.87083333333334,162.875,2.7750000000000004,,,,,,,,,,,,
Warsa17112023,,25.353846153846156,,57.53076923076923,127.61538461538461,2.3261538461538462,,,,,,,,,,,,
Warsa17122023,,22.775000000000002,,37.733333333333334,97.625,2.955,,,,,,,,,,,,
Warsa18012023,,21.545833333333334,,56.4125,231.45833333333334,7.920000000000001,,,,,,,,,,,,
Warsa18022023,,20.966666666666665,,64.97500000000001,285.375,5.535,,,,,,,,,,,,
Warsa18032023,,22.71666666666667,,57.887499999999996,268.7083333333333,4.47,,,,,,,,,,,,
Warsa18042023,,25.445833333333336,,43.887499999999996,242.16666666666666,4.905,,,,,,,,,,,,
Warsa18052023,,33.424,,25.34,177.48,3.1104000000000003,,,,,,,,,,,,
Warsa18062023,,33.15416666666667,,46.63333333333333,252.79166666666666,3.345,,,,,,,,,,,,
Warsa18072023,,36.583333333333336,,49.1,209.08333333333334,3.1500000000000004,,,,,,,,,,,,
Warsa18082023,,35.104166666666664,,50.2125,211.54166666666666,4.08,,,,,,,,,,,,
Warsa18092023,,35.454166666666666,,48.95416666666667,166.25,3.315,,,,,,,,,,,,
Warsa18102023,,31.474999999999998,,49.074999999999996,179.875,3.345,,,,,,,,,,,,
Warsa18112023,,25.3,,60.9625,147.0,2.355,,,,,,,,,,,,
Warsa18122023,,22.016666666666666,,31.441666666666666,106.625,2.19,,,,,,,,,,,,
Warsa19012023,,21.279166666666665,,53.09166666666667,258.125,4.695,,,,,,,,,,,,
Warsa19022023,,19.883333333333333,,61.82083333333333,266.9166666666667,7.095,,,,,,,,,,,,
Warsa19032023,,22.791304347826088,,55.15217391304348,228.6086956521739,3.036521739130435,,,,,,,,,,,,
Warsa19042023,,24.84583333333333,,49.87916666666666,248.54166666666666,3.2550000000000003,,,,,,,,,,,,
Warsa19052023,,35.0,,29.42105263157895,195.33333333333334,3.1050000000000004,,,,,,,,,,,,
Warsa19062023,,35.27916666666667,,47.166666666666664,209.08333333333334,3.18,,,,,,,,,,,,
Warsa19072023,,36.612500000000004,,51.5375,237.83333333333334,3.6300000000000003,,,,,,,,,,,,
Warsa19082023,,35.266666666666666,,50.44166666666666,221.125,4.2,,,,,,,,,,,,
Warsa19092023,,36.63333333333333,,39.56666666666667,164.625,3.09,,,,,,,,,,,,
Warsa19102023,,31.008333333333336,,55.525,175.41666666666666,3.4800000000000004,,,,,,,,,,,,
Warsa19112023,,25.7,,55.93333333333334,115.75,2.31,,,,,,,,,,,,
Warsa19122023,,21.604166666666668,,43.90833333333333,170.75,2.0660869565217395,,,,,,,,,,,,
Warsa20012023,,19.404166666666665,,50.55416666666667,168.625,2.7450000000000006,,,,,,,,,,,,
Warsa20022023,,19.6375,,61.362500000000004,274.9583333333333,6.18,,,,,,,,,,,,
Warsa20032023,,24.75,,41.90416666666667,202.29166666666666,3.365217391304348,,,,,,,,,,,,
Warsa20042023,,25.0,,52.5375,256.5833333333333,4.425,,,,,,,,,,,,
Warsa20052023,,35.9,,24.0625,193.375,5.4,,,,,,,,,,,,
Warsa20062023,,36.59166666666667,,40.637499999999996,194.04166666666666,3.1200000000000006,,,,,,,,,,,,
Warsa20072023,,36.243478260869566,,50.904347826086955,233.6086956521739,3.787826086956522,,,,,,,,,,,,
Warsa20082023,,35.925000000000004,,46.65,170.375,3.6750000000000003,,,,,,,,,,,,
Warsa20092023,,36.1,,43.8125,194.16666666666666,3.3000000000000003,,,,,,,,,,,,
Warsa20102023,,30.90833333333333,,58.82916666666667,199.79166666666666,3.1950000000000003,,,,,,,,,,,,
Warsa20112023,,26.708333333333332,,53.49166666666667,130.91666666666666,3.1650000000000005,,,,,,,,,,,,
Warsa20122023,,22.579166666666666,,46.512499999999996,158.25,2.613913043478261,,,,,,,,,,,,
Warsa21012023,,20.041666666666668,,45.225,155.125,2.5050000000000003,,,,,,,,,,,,
Warsa21022023,,20.20416666666667,,61.8375,286.6666666666667,5.115,,,,,,,,,,,,
Warsa21032023,,25.758333333333336,,39.137499999999996,151.58333333333334,3.18,,,,,,,,,,,,
Warsa21042023,,26.058333333333334,,38.854166666666664,242.33333333333334,3.3000000000000003,,,,,,,,,,,,
Warsa21052023,,35.09166666666667,,29.15833333333333,177.04166666666666,4.08,,,,,,,,,,,,
Warsa21062023,,36.27916666666667,,38.475,226.66666666666666,3.315,,,,,,,,,,,,
Warsa21072023,,38.21666666666667,,43.19583333333333,139.83333333333334,4.38,,,,,,,,,,,,
Warsa21082023,,35.5875,,47.675000000000004,198.41666666666666,3.6750000000000003,,,,,,,,,,,,
Warsa21092023,,34.62916666666667,,51.31666666666666,171.08333333333334,2.8350000000000004,,,,,,,,,,,,
Warsa21102023,,31.541666666666668,,58.60833333333333,154.375,2.64,,,,,,,,,,,,
Warsa21112023,,27.45,,55.125,145.875,3.5700000000000003,,,,,,,,,,,,
Warsa21122023,,21.4375,,52.1625,182.95833333333334,3.285,,,,,,,,,,,,
Warsa22012023,,19.724999999999998,,47.65833333333333,151.95833333333334,2.7600000000000002,,,,,,,,,,,,
Warsa22022023,,20.991666666666667,,61.24583333333334,261.8333333333333,3.405,,,,,,,,,,,,
Warsa22032023,,23.78333333333333,,42.608333333333334,250.95833333333334,8.790000000000001,,,,,,,,,,,,
Warsa22042023,,27.599999999999998,,32.78260869565217,172.04166666666666,2.31,,,,,,,,,,,,
Warsa22052023,,34.30833333333333,,29.90833333333333,130.29166666666666,3.75,,,,,,,,,,,,
Warsa22062023,,35.62083333333333,,43.71666666666667,224.5,5.28,,,,,,,,,,,,
Warsa22072023,,38.69166666666667,,40.074999999999996,155.45833333333334,3.99,,,,,,,,,,,,
Warsa22082023,,35.93333333333333,,47.50833333333333,217.20833333333334,3.3000000000000003,,,,,,,,,,,,
Warsa22092023,,34.699999999999996,,52.854166666666664,169.75,2.565,,,,,,,,,,,,
Warsa22102023,,31.695833333333336,,46.625,150.58333333333334,2.8800000000000003,,,,,,,,,,,,
Warsa22112023,,26.679166666666664,,59.479166666666664,186.58333333333334,2.7450000000000006,,,,,,,,,,,,
Warsa22122023,,21.191666666666666,,54.47083333333333,162.45833333333334,2.739130434782609,,,,,,,,,,,,
Warsa23012023,,18.916666666666668,,56.262499999999996,174.125,2.715,,,,,,,,,,,,
Warsa23022023,,22.045833333333334,,43.550000000000004,187.45833333333334,2.58,,,,,,,,,,,,
Warsa23032023,,22.666666666666668,,41.541666666666664,324.0416666666667,11.49,,,,,,,,,,,,
Warsa23042023,,26.650000000000002,,37.5625,247.54166666666666,3.3495652173913046,,,,,,,,,,,,
Warsa23052023,,33.92916666666667,,31.887500000000003,217.25,3.36,,,,,,,,,,,,
Warsa23062023,,34.204,,52.952,239.04,4.6656,,,,,,,,,,,,
Warsa23072023,,38.791666666666664,,40.69583333333333,85.125,4.83,,,,,,,,,,,,
Warsa23082023,,35.37916666666667,,59.725,222.25,4.98,,,,,,,,,,,,
Warsa23092023,,37.00833333333333,,37.50588235294118,80.20833333333333,2.85,,,,,,,,,,,,
Warsa23102023,,31.508333333333336,,50.8375,166.79166666666666,2.985,,,,,,,,,,,,
Warsa23112023,,26.358333333333334,,49.67083333333333,163.375,2.115,,,,,,,,,,,,
Warsa23122023,,20.991666666666667,,55.5,145.45833333333334,2.055,,,,,,,,,,,,
Warsa24012023,,19.129166666666666,,53.82083333333333,166.45833333333334,2.43,,,,,,,,,,,,
Warsa24022023,,24.545833333333334,,30.650000000000002,152.70833333333334,2.8350000000000004,,,,,,,,,,,,
Warsa24032023,,22.2625,,53.78333333333333,266.5,4.425,,,,,,,,,,,,
Warsa24042023,,28.287499999999998,,27.729166666666668,218.16666666666666,3.010909090909091,,,,,,,,,,,,
Warsa24052023,,33.44583333333333,,33.03333333333333,194.66666666666666,3.5250000000000004,,,,,,,,,,,,
Warsa24062023,,35.4375,,42.15,231.58333333333334,3.375,,,,,,,,,,,,
Warsa24072023,,37.61666666666667,,40.90833333333334,175.91666666666666,4.3950000000000005,,,,,,,,,,,,
Warsa24082023,,36.25416666666667,,59.05416666666667,224.58333333333334,2.8350000000000004,,,,,,,,,,,,
Warsa24092023,,36.725,,22.71666666666667,134.04166666666666,3.36,,,,,,,,,,,,
Warsa24102023,,30.629166666666666,,48.0875,129.91666666666666,2.770434782608696,,,,,,,,,,,,
Warsa24112023,,25.104166666666668,,55.34166666666667,172.83333333333334,1.9800000000000002,,,,,,,,,,,,
Warsa24122023,,22.21666666666667,,51.975,167.91666666666666,2.2800000000000002,,,,,,,,,,,,
Warsa25012023,,17.795833333333334,,59.324999999999996,168.08333333333334,3.5850000000000004,,,,,,,,,,,,
Warsa25022023,,25.525000000000002,,41.2125,153.20833333333334,3.4650000000000003,,,,,,,,,,,,
Warsa25032023,,22.775000000000002,,56.18333333333334,146.0,2.685,,,,,,,,,,,,
Warsa25042023,,29.278260869565216,,26.817391304347826,153.08695652173913,2.786086956521739,,,,,,,,,,,,
Warsa25052023,,33.99583333333333,,32.137499999999996,223.375,3.9450000000000003,,,,,,,,,,,,
Warsa25062023,,35.7875,,41.391666666666666,230.79166666666666,3.69,,,,,,,,,,,,
Warsa25072023,,38.925000000000004,,34.03333333333333,130.16666666666666,4.14,,,,,,,,,,,,
Warsa25082023,,38.30833333333333,,42.6625,163.20833333333334,3.2550000000000003,,,,,,,,,,,,
Warsa25092023,,35.99166666666667,,22.37727272727273,182.79166666666666,2.8350000000000004,,,,,,,,,,,,
Warsa25102023,,30.604166666666668,,43.37916666666666,134.20833333333334,3.225,,,,,,,,,,,,
Warsa25112023,,25.6125,,57.9,197.875,2.49,,,,,,,,,,,,
Warsa25122023,,23.666666666666668,,56.88333333333333,180.33333333333334,2.055,,,,,,,,,,,,
Warsa26012023,,17.037499999999998,,73.08749999999999,169.25,3.705,,,,,,,,,,,,
Warsa26022023,,26.145833333333332,,39.57083333333333,135.20833333333334,2.565,,,,,,,,,,,,
Warsa26032023,,25.379166666666666,,49.90833333333333,135.83333333333334,2.895,,,,,,,,,,,,
Warsa26042023,,28.8875,,41.72083333333333,202.5,3.8550000000000004,,,,,,,,,,,,
Warsa26052023,,34.643478260869564,,30.22608695652174,246.0,6.777391304347826,,,,,,,,,,,,
Warsa26062023,,35.80416666666667,,52.1625,187.20833333333334,3.1350000000000002,,,,,,,,,,,,
Warsa26072023,,37.958333333333336,,40.7875,80.375,5.73,,,,,,,,,,,,
Warsa26082023,,38.15833333333333,,33.50416666666667,168.625,3.315,,,,,,,,,,,,
Warsa26092023,,36.329166666666666,,22.02777777777778,120.95833333333333,2.5500000000000003,,,,,,,,,,,,
Warsa26102023,,27.545833333333334,,55.612500000000004,153.45833333333334,3.615,,,,,,,,,,,,
Warsa26112023,,25.629166666666666,,56.26666666666667,130.04166666666666,2.8800000000000003,,,,,,,,,,,,
Warsa26122023,,23.554166666666664,,63.44166666666666,161.54166666666666,2.3850000000000002,,,,,,,,,,,,
Warsa27012023,,16.108333333333334,,80.82916666666667,153.95833333333334,4.485,,,,,,,,,,,,
Warsa27022023,,26.3875,,37.237500000000004,191.58333333333334,3.06,,,,,,,,,,,,
Warsa27032023,,27.84166666666667,,41.72083333333333,171.25,3.645,,,,,,,,,,,,
Warsa27042023,,27.5125,,43.762499999999996,264.0833333333333,4.38,,,,,,,,,,,,
Warsa27052023,,33.99166666666667,,34.737500000000004,247.25,6.435,,,,,,,,,,,,
Warsa27062023,,37.573913043478264,,46.04347826086956,117.17391304347827,4.147826086956522,,,,,,,,,,,,
Warsa27072023,,37.18,,42.04,133.8,5.0976,,,,,,,,,,,,
Warsa27082023,,38.12916666666667,,32.0625,176.58333333333334,2.6550000000000002,,,,,,,,,,,,
Warsa27092023,,34.99583333333333,,25.275000000000002,116.54166666666667,2.7150000000000003,,,,,,,,,,,,
Warsa27102023,,27.287499999999998,,58.48333333333333,203.29166666666666,2.4600000000000004,,,,,,,,,,,,
Warsa27112023,,25.40416666666667,,55.645833333333336,146.58333333333334,1.9565217391304348,,,,,,,,,,,,
Warsa27122023,,23.275000000000002,,63.51666666666667,162.41666666666666,2.4,,,,,,,,,,,,
